Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Donald J. Trumpl Mike Pence,DEM Hillary Clinton lTim Kaine,LIB Gary Johnson I William Weld,GRN Jill Stein IAjamu Baraka,Darrell L. Castle I Scott N. Bradley,Scott Cubblerl Michael Rodriguez,Cherunda Foxl Roger Kushner,Tom Hoeflingl Steve Schulin
President and Vice President,0646,926,399,1325,2422,54.71%,0,1292
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,Tony Valdivia I Aaron Barriere,Totals
President and Vice President,0647,1375,526,1901,4349,43.71%,0,1859
President and Vice President,0648,1866,500,2366,3487,67.85%,0,2321
President and Vice President,0649,1557,775,2332,4755,49.04%,0,2284
President and Vice President,0650,2042,819,2861,4039,70.83%,0,2809
President and Vice President,0651,1735,551,2286,3873,59.02%,0,2255
President and Vice President,0652,1167,545,1712,2979,57.47%,0,1680
President and Vice President,0653,187,110,297,604,49.17%,0,289
President and Vice President,0654,2390,698,3088,5063,60.99%,0,3031
President and Vice President,0655,1964,761,2725,4495,60.62%,0,2682
President and Vice President,0656,1107,401,1508,2737,55.10%,0,1481
President and Vice President,0657,684,276,960,1487,64.56%,0,942
President and Vice President,0658,1300,494,1794,2901,61.84%,0,1760
President and Vice President,0659,2812,733,3545,5161,68.69%,0,3470
President and Vice President,0660,1576,345,1921,3087,62.23%,0,1885
President and Vice President,0661,1953,774,2727,4363,62.50%,0,2664
President and Vice President,0662,2269,571,2840,4002,70.96%,0,2795
President and Vice President,0663,1343,448,1791,2340,76.54%,0,1755
President and Vice President,0664,910,513,1423,2992,47.56%,0,1386
President and Vice President,0665,1329,360,1689,2354,71.75%,0,1665
President and Vice President,0666,0,0,0,0,0.00%,0,0
President and Vice President,0667,1116,400,1516,2175,69.70%,0,1481
President and Vice President,0668,1558,719,2277,3669,62.06%,0,2239
President and Vice President,0669,1901,702,2603,3585,72.61%,0,2543
President and Vice President,0670,2000,416,2416,3335,72.44%,0,2375
President and Vice President,0671,1405,588,1993,3198,62.32%,0,1953
President and Vice President,0672,1730,489,2219,3433,64.64%,0,2181
President and Vice President,0673,1627,467,2094,3051,68.63%,0,2060
President and Vice President,0674,2365,610,2975,4228,70.36%,0,2916
President and Vice President,0675,1,0,1,0,0.00%,0,1
President and Vice President,0676,1088,465,1553,2976,52.18%,0,1516
President and Vice President,0677,423,259,682,1300,52.46%,0,663
President and Vice President,0678,1170,294,1464,2660,55.04%,0,1435
President and Vice President,0679,1721,529,2250,3542,63.52%,0,2216
President and Vice President,0680,100,17,117,179,65.36%,0,115
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,Tony Valdivia I Aaron Barriere,Totals
President and Vice President,0681,6,0,6,4,150.00%,0,6
President and Vice President,0682,2114,690,2804,4313,65.01%,0,2766
President and Vice President,0683,82,5,87,302,28.81%,0,84
President and Vice President,0684,1686,640,2326,3559,65.36%,0,2281
President and Vice President,0685,139,28,167,285,58.60%,0,163
President and Vice President,0686,53,5,58,221,26.24%,0,57
President and Vice President,0687,1518,400,1918,2713,70.70%,0,1886
President and Vice President,0688,2345,594,2939,3922,74.94%,0,2873
President and Vice President,0689,731,604,1335,2449,54.51%,0,1303
President and Vice President,0690,1975,553,2528,3614,69.95%,0,2473
President and Vice President,0691,2134,551,2685,3690,72.76%,0,2651
President and Vice President,0692,1282,678,1960,3118,62.86%,0,1932
President and Vice President,0693,311,110,421,681,61.82%,0,416
President and Vice President,0694,1008,319,1327,2478,53.55%,0,1294
President and Vice President,0695,631,315,946,1842,51.36%,0,929
President and Vice President,0696,729,312,1041,2027,51.36%,0,1023
President and Vice President,0697,1299,552,1851,3238,57.16%,0,1814
President and Vice President,0698,1276,520,1796,3339,53.79%,0,1757
President and Vice President,0699,1283,398,1681,2387,70.42%,0,1647
President and Vice President,0700,728,247,975,1536,63.48%,0,960
President and Vice President,0701,210,73,283,614,46.09%,0,275
President and Vice President,0702,183,69,252,550,45.82%,0,246
President and Vice President,0703,902,528,1430,1943,73.60%,0,1400
President and Vice President,0704,1700,512,2212,3121,70.87%,0,2188
President and Vice President,0705,331,206,537,1513,35.49%,0,522
President and Vice President,0706,1255,372,1627,2821,57.67%,0,1589
President and Vice President,0707,378,69,447,757,59.05%,0,438
President and Vice President,0708,163,98,251,592,44.09%,0,256
President and Vice President,0709,2261,528,2789,4136,67.43%,0,2757
President and Vice President,0710,1143,450,1593,2096,76.00%,0,1556
President and Vice President,0711,1987,599,2586,3820,67.70%,0,2541
President and Vice President,0712,1722,627,2349,4002,58.70%,0,2319
President and Vice President,0713,770,365,1135,2006,56.58%,0,1123
President and Vice President,0714,102,28,130,306,42.48%,0,127
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,Tony Valdivia I Aaron Barriere,Totals
President and Vice President,0715,553,239,792,1549,51.13%,0,786
President and Vice President,0716,1219,419,1638,2720,60.22%,0,1610
President and Vice President,0717,979,232,1211,2082,58.17%,0,1182
President and Vice President,0718,2251,872,3123,4412,70.78%,0,3042
President and Vice President,0719,624,223,847,1644,51.52%,0,841
President and Vice President,0720,2506,709,3215,4709,68.27%,0,3163
President and Vice President,0721,1476,603,2079,2926,71.05%,0,2044
President and Vice President,0722,1931,609,2540,4638,54.76%,0,2499
President and Vice President,0723,899,261,1160,1959,59.21%,0,1146
President and Vice President,0724,395,146,541,800,67.63%,0,523
President and Vice President,0725,977,294,1271,2336,54.41%,0,1245
President and Vice President,0726,1274,321,1595,2207,72.27%,0,1560
President and Vice President,0727,984,415,1399,2708,51.66%,0,1374
President and Vice President,0728,399,198,597,942,63.38%,0,586
President and Vice President,0729,235,49,284,471,60.30%,0,282
President and Vice President,0730,1372,406,1778,2435,73.02%,0,1730
President and Vice President,0731,2090,624,2714,4834,56.14%,0,2646
President and Vice President,0732,798,449,1247,1943,64.18%,0,1219
President and Vice President,0733,55,25,80,303,26.40%,0,79
President and Vice President,0734,2309,556,2865,4294,66.72%,0,2809
President and Vice President,0735,158,61,219,251,87.25%,0,217
President and Vice President,0736,14,3,17,42,40.48%,0,17
President and Vice President,0737,21,6,27,56,48.21%,0,26
President and Vice President,0738,436,214,650,1497,43.42%,0,643
President and Vice President,0739,981,440,1421,2971,47.83%,0,1396
President and Vice President,0740,281,169,450,1005,44.78%,0,444
President and Vice President,0741,925,262,1187,1895,62.64%,0,1156
President and Vice President,0742,1542,498,2040,2859,71.35%,0,2004
President and Vice President,0743,54,60,114,234,48.72%,0,114
President and Vice President,0744,1011,444,1455,2103,69.19%,0,1432
President and Vice President,0745,1219,446,1665,2543,65.47%,0,1638
President and Vice President,0746,246,121,367,732,50.14%,0,363
President and Vice President,0747,1748,693,2441,4096,59.59%,0,2403
President and Vice President,0748,569,245,814,1556,52.31%,0,798
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,Tony Valdivia I Aaron Barriere,Totals
President and Vice President,0749,115,1,116,432,26.85%,0,114
President and Vice President,0750,295,122,417,809,51.55%,0,409
President and Vice President,0751,2951,1013,3964,5893,67.27%,0,3887
President and Vice President,0752,660,227,887,1484,59.77%,1,873
President and Vice President,0753,260,53,313,512,61.13%,0,307
President and Vice President,0754,388,262,650,1590,40.88%,0,639
President and Vice President,0755,1786,955,2741,5015,54.66%,0,2672
President and Vice President,0756,688,309,997,1723,57.86%,0,977
President and Vice President,0757,1867,601,2468,4792,51.50%,0,2422
President and Vice President,0758,2109,595,2704,3803,71.10%,0,2651
President and Vice President,0759,1392,375,1767,2779,63.58%,0,1733
President and Vice President,0760,1222,268,1490,2162,68.92%,0,1458
President and Vice President,0761,1096,167,1263,1598,79.04%,0,1232
President and Vice President,0762,930,303,1233,1828,67.45%,0,1204
President and Vice President,0763,370,264,634,1249,50.76%,0,617
President and Vice President,0764,2475,677,3152,4827,65.30%,0,3093
President and Vice President,0765,2069,874,2943,5742,51.25%,0,2896
President and Vice President,0766,126,59,185,428,43.22%,0,175
President and Vice President,0767,31,15,46,92,50.00%,0,45
President and Vice President,0768,1486,387,1873,2643,70.87%,0,1842
President and Vice President,0769,85,14,99,184,53.80%,0,99
President and Vice President,0770,103,42,145,388,37.37%,0,142
President and Vice President,0771,572,210,782,1588,49.24%,0,772
President and Vice President,0772,2820,477,3297,4606,71.58%,0,3237
President and Vice President,0773,1697,638,2335,4414,52.90%,0,2287
President and Vice President,0774,154,66,220,426,51.64%,0,218
President and Vice President,0775,50,1,51,102,50.00%,0,51
President and Vice President,0776,1437,538,1975,3276,60.29%,0,1926
President and Vice President,0777,202,105,307,767,40.03%,0,301
President and Vice President,0778,0,3,3,0,0.00%,0,3
President and Vice President,0779,263,160,423,1019,41.51%,0,409
President and Vice President,0780,170,130,300,666,45.05%,0,296
President and Vice President,0781,1241,612,1853,3782,49.00%,0,1807
President and Vice President,0782,1049,368,1417,2355,60.17%,0,1399
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,Tony Valdivia I Aaron Barriere,Totals
President and Vice President,0783,197,90,287,520,55.19%,0,280
President and Vice President,0784,408,119,527,1062,49.62%,0,519
President and Vice President,0785,1236,357,1593,1896,84.02%,0,1573
President and Vice President,0786,397,177,574,1258,45.63%,0,560
President and Vice President,0787,180,83,263,542,48.52%,0,259
President and Vice President,0788,2,0,2,13,15.38%,0,2
President and Vice President,0789,1380,420,1800,2998,60.04%,0,1768
President and Vice President,0790,1143,329,1472,2523,58.34%,0,1437
President and Vice President,0791,9,3,12,29,41.38%,0,12
President and Vice President,0792,648,415,1063,1954,54.40%,0,1043
President and Vice President,0793,985,416,1401,2620,53.47%,0,1375
President and Vice President,0794,626,411,1037,3208,32.33%,0,1012
President and Vice President,0795,396,2,398,1281,31.07%,0,392
President and Vice President,0796,1373,465,1838,3041,60.44%,0,1802
President and Vice President,0797,0,0,0,0,0.00%,0,0
President and Vice President,0798,223,142,365,521,70.06%,0,354
President and Vice President,0799,58,26,84,171,49.12%,0,83
President and Vice President,0800,1938,730,2668,4216,63.28%,0,2621
President and Vice President,0801,90,44,134,261,51.34%,0,130
President and Vice President,0802,54,21,75,224,33.48%,0,73
President and Vice President,0803,2672,547,3219,4514,71.31%,0,3167
President and Vice President,0804,2704,682,3386,5303,63.85%,0,3336
President and Vice President,0805,1601,454,2055,2874,71.50%,0,2020
President and Vice President,0806,1004,324,1328,1889,70.30%,0,1306
President and Vice President,0807,801,349,1150,2163,53.17%,0,1124
President and Vice President,0808,143,57,200,232,86.21%,0,199
President and Vice President,0809,19,7,26,98,26.53%,0,25
President and Vice President,0810,47,31,78,197,39.59%,0,78
President and Vice President,0811,82,68,150,277,54.15%,0,149
President and Vice President,0812,0,0,0,0,0.00%,0,0
President and Vice President,0813,1747,434,2181,3488,62.53%,0,2144
President and Vice President,0814,1976,827,2803,5483,51.12%,0,2760
President and Vice President,0815,0,0,0,0,0.00%,0,0
President and Vice President,0816,23,10,33,64,51.56%,0,32
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,Tony Valdivia I Aaron Barriere,Totals
President and Vice President,0817,2792,550,3342,4700,71.11%,0,3279
President and Vice President,0818,209,104,313,737,42.47%,0,305
President and Vice President,0819,113,31,144,228,83.18%,0,140
President and Vice President,0820,0,0,0,0,0.00%,0,0
President and Vice President,0821,382,188,550,1295,42.47%,0,538
President and Vice President,0822,571,185,758,1574,48.03%,0,738
President and Vice President,0823,1339,410,1749,3017,57.97%,0,1715
President and Vice President,0824,1059,410,1489,2762,53.19%,0,1447
President and Vice President,0825,9,7,18,21,78.19%,0,18
President and Vice President,0828,177,70,247,355,89.58%,0,242
President and Vice President,0827,218,234,452,1042,43.38%,0,441
President and Vice President,0828,1178,281,1457,1985,74.15%,0,1412
President and Vice President,0829,102,19,121,235,51.49%,0,120
President and Vice President,0830,2,2,4,2,200.00%,0,4
President and Vice President,0831,8,5,13,38,38.11%,0,13
President and Vice President,0832,125,50,175,384,48.08%,0,175
President and Vice President,0833,3,2,5,20,25.00%,0,5
President and Vice President,0834,142,81,203,388,52.32%,0,200
President and Vice President,0835,87,71,158,311,50.80%,0,155
President and Vice President,0838,128,0,128,248,51.81%,0,127
President and Vice President,0837,0,0,0,0,0.00%,0,0
President and Vice President,0838,0,0,0,0,0.00%,0,0
President and Vice President,0839,419,174,593,1190,49.83%,0,578
President and Vice President,0840,832,228,1080,1780,59.55%,0,1028
President and Vice President,0841,1478,475,1951,3431,58.88%,0,1914
President and Vice President,0842,1341,513,1854,3390,54.89%,0,1825
President and Vice President,0843,595,298,893,1387,84.38%,0,872
President and Vice President,0844,4,0,4,10,40.00%,0,4
President and Vice President,0845,152,13,185,218,75.89%,0,184
President and Vice President,0848,81,22,83,229,38.24%,0,80
President and Vice President,0847,993,330,1323,2310,57.27%,0,1294
President and Vice President,0848,1015,201,1218,1875,84.85%,0,1182
President and Vice President,0849,731,455,1188,2272,52.20%,0,1159
President and Vice President,0850,129,19,148,208,71.15%,0,145
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,Tony Valdivia I Aaron Barriere,Totals
President and Vice President,0851,1888,441,2329,3597,64.75%,0,2283
President and Vice President,0852,0,0,0,1,0.00%,0,0
President and Vice President,0853,1641,487,2128,2986,71.27%,0,2082
